0.113620;0.995651;0.575763;0.676538
0.092201;0.997031;0.584834;0.668451
0.124290;0.997333;0.571864;0.675958
0.151509;0.997317;0.563264;0.622710
0.150347;0.995767;0.563598;0.649417
0.105305;0.998264;0.579063;0.728200
0.159187;0.995644;0.561117;0.618396
0.109559;0.997655;0.577343;0.738553
0.079374;0.997942;0.591340;0.750006
0.108674;0.995483;0.577695;0.631426
0.120721;0.994397;0.573130;0.662889
0.109820;0.995575;0.577240;0.629784
0.158174;0.996708;0.561395;0.590373
0.123372;0.998029;0.572186;0.700371
0.157095;0.994809;0.561692;0.634761
0.098524;0.996635;0.581954;0.654776
0.114148;0.998057;0.575561;0.725973
0.098930;0.996432;0.581775;0.707078
0.119912;0.995963;0.573422;0.746931
0.160072;0.995761;0.560877;0.578956
0.120181;0.995308;0.573324;0.665643
0.136523;0.994846;0.567787;0.581523
0.147664;0.996798;0.564381;0.639545
0.146494;0.997527;0.564726;0.637643
0.151779;0.993892;0.563187;0.663976
0.156671;0.994079;0.561809;0.642720
0.110645;0.997853;0.576915;0.735339
0.086571;0.998591;0.587571;0.770979
0.100190;0.997095;0.581226;0.706266
0.116514;0.995142;0.574670;0.615462
0.100039;0.996359;0.581291;0.703712
0.156435;0.993342;0.561875;0.550329
0.109182;0.997948;0.577493;0.719082
0.129425;0.997606;0.570106;0.683593
0.136591;0.995365;0.567766;0.679731
0.150119;0.993749;0.563664;0.669329
0.084330;0.998502;0.588710;0.688573
0.128693;0.997985;0.570353;0.687028
0.094421;0.998518;0.583801;0.760329
0.097428;0.996834;0.582440;0.710433
0.100084;0.998109;0.581272;0.736242
0.113405;0.997403;0.575845;0.707375
0.151273;0.997076;0.563332;0.618482
0.147266;0.995614;0.564498;0.590515
0.156645;0.996836;0.561816;0.608103
0.192476;0.994102;0.552870;0.522509
0.141401;0.997443;0.566263;0.651885
0.187162;0.995993;0.554086;0.445842
0.106693;0.998157;0.578494;0.722717
0.122227;0.997085;0.572591;0.676642
0.109011;0.998136;0.577561;0.709120
0.137346;0.996971;0.567526;0.629846
0.134905;0.997504;0.568305;0.645710
0.127364;0.997555;0.570803;0.632388
0.210134;0.995531;0.549058;0.455598
0.151905;0.997093;0.563151;0.589767
0.117173;0.998076;0.574425;0.636888
0.090788;0.998399;0.585505;0.753326
0.091062;0.998341;0.585374;0.769485
0.094381;0.998381;0.583820;0.746992
0.132313;0.997518;0.569148;0.663406
0.144953;0.996905;0.565185;0.627272
0.167523;0.995881;0.558900;0.562736
0.160349;0.996831;0.560802;0.501187
0.151067;0.995962;0.563391;0.634459
0.124305;0.997425;0.571859;0.684052
0.146868;0.996296;0.564615;0.634422
0.166092;0.996823;0.559273;0.479566
0.195287;0.995300;0.552241;0.487505
0.112788;0.997634;0.576082;0.718549
0.129692;0.997730;0.570017;0.673858
0.117598;0.997580;0.574268;0.704704
0.125680;0.997255;0.571382;0.679955
0.154594;0.996701;0.562389;0.541802
0.130692;0.996948;0.569683;0.680198
0.115454;0.997780;0.575067;0.709952
0.099123;0.998502;0.581691;0.700772
0.134120;0.997459;0.568559;0.656063
0.109292;0.997869;0.577449;0.738930
0.122195;0.997209;0.572603;0.689994
0.115782;0.995504;0.574944;0.594896
0.136169;0.994832;0.567900;0.605058
0.146382;0.993840;0.564759;0.561135
0.110984;0.995130;0.576782;0.522130
0.173069;0.989833;0.557486;0.526480
0.231650;0.993678;0.544825;-0.138479
0.156014;0.994627;0.561992;0.474923
0.134005;0.994052;0.568596;0.423224
0.093299;0.996396;0.584321;0.644785
0.283261;0.992067;0.536089;0.074427
0.156817;0.991823;0.561769;0.520378
0.090006;0.997210;0.585881;0.697047
0.121822;0.995911;0.572736;0.603034
0.180734;0.991178;0.555604;0.407897
0.125867;0.994055;0.571317;0.606384
0.126302;0.996107;0.571167;0.597565
0.151805;0.992270;0.563179;0.448487
0.148520;0.991822;0.564130;0.533032
0.124928;0.994304;0.571642;0.609630
0.092011;0.997393;0.584924;0.665799
0.143830;0.993134;0.565523;0.541695
0.173277;0.995998;0.557434;0.412989
0.118301;0.995782;0.574009;0.569610
0.133697;0.994928;0.568696;0.431817
0.139071;0.994070;0.566985;0.551153
0.156067;0.994528;0.561977;0.483638
0.164238;0.991866;0.559761;0.430681
0.115290;0.995097;0.575129;0.613026
0.117087;0.995593;0.574457;0.593574
0.127784;0.995188;0.570661;0.594532
0.128200;0.993737;0.570519;0.570085
0.112558;0.995789;0.576170;0.647968
0.115346;0.995453;0.575108;0.615979
0.122191;0.994142;0.572604;0.501000
0.140668;0.992663;0.566488;0.580698
0.105813;0.995754;0.578854;0.648282
0.140378;0.994653;0.566578;0.595902
0.107053;0.996758;0.578348;0.532680
0.113399;0.994861;0.575847;0.618499
0.102871;0.996006;0.580079;0.623107
