3.815921021118581780e-02,8.019540271819760591e-01,6.231480983422682529e-01,8.344138539285650413e-01
4.051713863131501531e-02,8.919242989533135990e-01,6.205441593491345387e-01,9.177102462748840672e-01
8.165958023914690611e-02,7.781718689662617816e-01,5.901073217711629848e-01,8.178533613254622692e-01
9.852146030391393389e-03,8.907328968584788953e-01,6.819549520457325320e-01,9.386116702475607587e-01
1.991831756372852355e-02,8.862483188133564171e-01,6.513827708690209661e-01,9.043044415814577297e-01
1.041672964840671678e-02,9.789559233993387899e-01,6.795348968063689155e-01,9.785427544202190964e-01
4.017472352513079548e-02,7.719434739055042183e-01,6.209127464154948761e-01,8.339493099601663628e-01
4.485471031144683528e-05,9.998602787760919597e-01,9.161272304683888423e-01,9.998982321131608675e-01
2.088013632562750552e-03,9.875227656452442160e-01,7.493347031036035055e-01,9.923920320085062308e-01
7.597421132022467993e-02,6.854856115719616394e-01,5.932414160454886343e-01,8.016152192756992312e-01
3.641908507759272079e-02,6.776614948404683370e-01,6.251751329643603361e-01,8.121340524912833425e-01
1.167550975327197871e-01,6.487771196833385101e-01,5.745804509899543611e-01,7.321545005141051332e-01
2.547461211371743889e-02,8.894533028872407820e-01,6.406972780874612416e-01,9.380686261066332188e-01
4.375323914695976486e-03,9.791988335896184559e-01,7.172070150559239909e-01,9.842534670977491906e-01
9.174940505839883137e-04,9.977489353591932897e-01,7.850477104082118629e-01,9.978089261988827285e-01
1.575358824493752474e-01,5.285141843201606182e-01,5.615700870838362668e-01,6.929068780025401386e-01
7.144558914453871638e-03,9.699173168859847038e-01,6.959104939067981555e-01,9.712066348334882360e-01
2.256885314254086783e-02,9.130977443116150560e-01,6.459570870311232005e-01,9.466992506055953438e-01
1.339491626275100648e-02,9.147547998413204651e-01,6.686140357872457640e-01,9.355664120549072038e-01
6.289837534824019652e-03,9.738219218251169540e-01,7.014440933012572321e-01,9.874266692167905646e-01
