0.272047;0.531341;0.537844;0.453729
0.256007;0.488491;0.540483;0.472082
0.302396;0.471743;0.533250;0.472552
0.264591;0.501484;0.539050;0.458959
0.264883;0.624493;0.539003;0.433653
0.255678;0.594117;0.540539;0.512081
0.227080;0.703220;0.545690;0.514616
0.251556;0.527340;0.541245;0.462209
0.220529;0.617946;0.546961;0.514728
0.298400;0.397851;0.533828;0.389426
0.258076;0.534323;0.540133;0.500397
0.198288;0.562612;0.551578;0.542369
0.276779;0.491528;0.537095;0.480459
0.248400;0.604173;0.541793;0.499847
0.292714;0.533731;0.534664;0.354187
0.227428;0.512476;0.545624;0.496536
0.246881;0.624449;0.542059;0.477464
0.230046;0.544230;0.545127;0.491639
0.260748;0.692550;0.539686;0.469043
0.235583;0.596872;0.544094;0.550941
0.328748;0.463700;0.529622;0.449191
0.345503;0.384827;0.527463;0.397258
0.316899;0.523252;0.531216;0.514275
0.271740;0.565807;0.537893;0.455995
0.245517;0.654988;0.542300;0.480036
0.222359;0.669551;0.546603;0.502062
0.260696;0.578820;0.539695;0.458284
0.290313;0.561960;0.535021;0.523125
0.263620;0.569064;0.539210;0.513194
0.310355;0.427804;0.532122;0.429674
0.221882;0.610584;0.546696;0.547441
0.273417;0.477532;0.537625;0.456464
0.345234;0.466743;0.527497;0.452782
0.295496;0.503434;0.534253;0.410190
0.240871;0.690582;0.543130;0.477538
0.260624;0.672318;0.539707;0.445059
0.194224;0.621052;0.552478;0.547867
0.276488;0.507198;0.537140;0.418100
0.261892;0.608000;0.539496;0.552475
0.245734;0.590179;0.542261;0.530134
0.304052;0.507849;0.533013;0.450107
0.322640;0.473892;0.530436;0.365179
0.287547;0.588785;0.535437;0.486514
0.282948;0.580018;0.536137;0.519300
0.262700;0.563488;0.539362;0.498265
0.260407;0.594159;0.539743;0.502146
0.307309;0.409253;0.532551;0.383404
0.363029;0.433391;0.525314;0.328414
0.392822;0.313874;0.521888;0.239906
0.260278;0.552691;0.539764;0.483844
0.257580;0.569291;0.540217;0.582499
0.287783;0.513940;0.535401;0.479507
0.276337;0.501184;0.537164;0.468404
0.337561;0.360933;0.528473;0.276202
0.417265;0.147085;0.519267;0.168979
0.381143;0.306986;0.523199;0.299938
0.342347;0.405070;0.527861;0.323565
0.278529;0.471795;0.536821;0.492039
0.254221;0.579052;0.540787;0.536840
0.247308;0.593200;0.541984;0.529889
0.316846;0.487639;0.531223;0.396149
0.298855;0.446597;0.533762;0.402312
0.319022;0.444811;0.530926;0.302841
0.326356;0.405579;0.529939;0.360619
0.337639;0.379227;0.528463;0.308782
0.254240;0.505517;0.540784;0.470700
0.326453;0.359830;0.529926;0.310776
0.288951;0.491466;0.535226;0.426177
0.317699;0.437430;0.531106;0.338222
0.251981;0.476893;0.541171;0.463151
0.267051;0.588538;0.538649;0.497001
0.282354;0.510393;0.536229;0.458487
0.238888;0.608072;0.543489;0.510150
0.209834;0.597726;0.549120;0.573472
0.226229;0.548077;0.545853;0.553564
0.227319;0.561728;0.545644;0.551663
0.206517;0.671731;0.549812;0.584436
0.226448;0.624026;0.545811;0.546283
0.244740;0.604420;0.542438;0.533662
0.237123;0.610564;0.543811;0.522265
0.317081;0.357097;0.531191;0.420902
0.297788;0.424985;0.533917;0.423924
0.349539;0.313954;0.526959;0.286068
0.309833;0.216778;0.532195;0.313084
0.336913;0.321811;0.528556;0.379402
0.425624;-0.173393;0.518405;-0.163247
0.370088;0.271146;0.524478;0.256811
0.386211;0.149919;0.522626;0.187788
0.313882;0.350455;0.531631;0.386461
0.361036;0.061969;0.525553;0.050561
0.341090;0.339784;0.528021;0.403540
0.253473;0.560512;0.540915;0.505958
0.303206;0.393360;0.533134;0.384501
0.366941;0.227854;0.524848;0.326384
0.364713;0.286881;0.525113;0.317034
0.311772;0.372563;0.531924;0.337832
0.391927;0.151042;0.521988;0.240881
0.329912;0.218761;0.529468;0.283641
0.350507;0.323657;0.526838;0.373869
0.307397;0.383952;0.532538;0.428657
0.293417;0.379014;0.534560;0.444658
0.333141;0.349717;0.529045;0.268591
0.263341;0.509193;0.539256;0.471736
0.327278;0.251686;0.529816;0.267318
0.353554;0.304217;0.526463;0.285158
0.338974;0.344268;0.528291;0.334090
0.337431;0.201018;0.528489;0.212280
0.299794;0.399082;0.533626;0.412548
0.308786;0.403849;0.532342;0.378674
0.278410;0.511073;0.536840;0.407359
0.337794;0.298631;0.528443;0.403448
0.317557;0.431497;0.531126;0.408670
0.361264;0.330564;0.525526;0.334877
0.357459;0.247201;0.525985;0.317676
0.329596;0.363692;0.529510;0.430127
0.366833;0.340123;0.524861;0.400405
0.324828;0.417998;0.530143;0.401891
0.379929;0.183600;0.523338;0.224186
0.331429;0.328077;0.529269;0.409015
0.310461;0.330759;0.532107;0.427833
