2.633812001488358701e-01,5.054399518827077387e-01,5.392495588583097188e-01,4.741517992229156708e-01
2.823108539989050980e-01,4.150147043909035993e-01,5.362352785090053198e-01,3.998824359264963602e-01
2.623346894942018559e-01,5.349644954186232315e-01,5.394224638101471347e-01,5.411427193053687246e-01
2.736957326477841845e-01,5.007748858489329269e-01,5.375812334747400723e-01,4.431243053431455081e-01
2.654178444778698132e-01,6.668934138425433034e-01,5.389150243026189502e-01,4.362402121116064069e-01
2.605605444348995103e-01,5.750125523548155204e-01,5.397171707862422618e-01,5.075889813178110499e-01
2.461396391036069775e-01,7.122083003003022439e-01,5.421898801380031774e-01,4.946079903991335569e-01
2.173657534173920880e-01,6.135854198624692835e-01,5.475889240038696038e-01,5.428193821524855966e-01
2.399030371408164553e-01,5.643941350237869914e-01,5.433044614754402035e-01,4.986349584245065580e-01
3.008282221154155445e-01,3.730352021978932675e-01,5.334761783821826420e-01,3.854191731350995465e-01
2.484260840116944702e-01,5.432580743311901106e-01,5.417883167319836879e-01,5.270081213622358485e-01
2.434243331677927447e-01,5.140678903791127130e-01,5.426716371886374235e-01,4.897240412642416829e-01
2.485414500315336894e-01,5.192038347415494082e-01,5.417681533115252801e-01,5.320439240377881074e-01
2.516215892664968035e-01,6.432428744828369016e-01,5.412332459797941642e-01,5.045699247937417420e-01
2.880557585057300085e-01,6.139567405283911095e-01,5.353603799263133567e-01,4.062315088689205655e-01
2.550568843081827963e-01,4.904812602874901728e-01,5.406443310684665438e-01,4.333137846878460930e-01
2.494075917441166412e-01,6.385209233490745095e-01,5.416170691988426711e-01,4.907630377674107036e-01
2.733712894828363993e-01,5.141652899805325694e-01,5.376327459538505771e-01,4.705497911419231349e-01
2.292686343176353891e-01,7.210482481069847571e-01,5.452735716842385116e-01,5.361717380635726560e-01
2.680658451388351349e-01,4.396307798971702541e-01,5.384838877778964639e-01,4.820821566232372790e-01
3.226181507255674319e-01,4.728463370627749573e-01,5.304391563412588217e-01,4.541430807894603072e-01
3.253300996379568932e-01,4.082123173961819118e-01,5.300756114672021679e-01,4.127878332178858689e-01
3.291264241303537563e-01,4.968365313152772189e-01,5.295717609557079042e-01,4.948245160256736219e-01
2.625613689630715286e-01,5.971412762177517042e-01,5.393849532794335877e-01,4.870714869201515085e-01
2.653030316542826506e-01,6.706341517137582864e-01,5.389338148114366511e-01,4.562129537196018547e-01
2.449291110746033284e-01,6.967584721411281823e-01,5.424039954560250232e-01,4.731106059093062033e-01
2.500670936802699140e-01,5.842638185666467754e-01,5.415023814172655880e-01,4.939682153845256773e-01
3.114850402052457001e-01,5.131424430605422415e-01,5.319643167376174597e-01,4.951153977573158893e-01
3.162671954417857201e-01,5.385965217501255120e-01,5.313026213458855729e-01,4.591945485279785855e-01
3.291775529366194331e-01,4.044868852853417684e-01,5.295650148447179628e-01,4.136338524911393755e-01
2.399620666978998784e-01,5.939233064167606102e-01,5.432937767180636701e-01,5.368224573700464131e-01
3.357975530713369627e-01,4.163325412735441322e-01,5.287002833721888839e-01,3.943985147374491906e-01
2.821857723091208414e-01,5.494745657318141907e-01,5.362545247847200214e-01,5.259479145519766474e-01
3.058580861206395274e-01,5.008751340634957083e-01,5.327560394225515639e-01,3.705749433558424011e-01
2.623261112734201483e-01,7.125495242280417418e-01,5.394238839558659349e-01,4.443313571513043958e-01
3.044894200644199800e-01,6.207831194840330857e-01,5.329508153841436835e-01,3.680481875491014576e-01
2.125332625053374391e-01,5.909007295112276292e-01,5.485653451930757596e-01,5.251395179957412118e-01
2.894155799852130007e-01,5.415765779626258158e-01,5.351558454266374110e-01,4.215852767628973652e-01
2.461135735219484033e-01,6.136844680242086181e-01,5.421944794531533551e-01,5.722591998853078232e-01
2.662802909672818963e-01,5.479815654080226750e-01,5.387741338029857774e-01,5.112424050897093064e-01
3.143386815991091043e-01,5.300051882329863684e-01,5.315682533552616995e-01,4.635830964619797046e-01
2.774498127633470701e-01,5.686848891456230959e-01,5.369895924800704989e-01,4.914001823242492573e-01
2.830045422130110233e-01,6.039680439642989285e-01,5.361286954876426369e-01,4.997435214571103734e-01
2.863996222768981914e-01,5.742503871355113532e-01,5.356107920008512657e-01,5.133820728237565856e-01
2.723189449465667211e-01,5.613604937277406615e-01,5.378002505060258676e-01,4.869524776852667824e-01
2.734286066722823039e-01,5.759541431997334815e-01,5.376236411462744780e-01,4.670465204682329174e-01
3.040088860363219236e-01,4.980227320475642538e-01,5.330194082850803206e-01,4.329195773840079919e-01
4.036870123276212197e-01,4.378949540718066746e-01,5.207035583627971365e-01,3.105312866782156678e-01
3.302628075347911474e-01,4.825181375028053110e-01,5.294220692389569605e-01,3.949789638142503501e-01
2.979220648657723292e-01,4.996781087611982808e-01,5.338977691507911238e-01,4.365139129448423194e-01
2.636429561203701977e-01,5.861184795767653277e-01,5.392064188306514572e-01,5.713994725041089406e-01
3.022293085840324078e-01,5.050075992666536173e-01,5.332743783263567128e-01,4.690238346810578496e-01
2.769797804723118095e-01,5.288757248167437197e-01,5.370632294149342290e-01,4.742892221724645530e-01
